Region	Auftraggeber	Art Bauwerk	Art Arbeit	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012
......4541 Diessenhofen*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4536 Basadingen-Schlattingen	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	360	0	0	0	0	0	0	0	0	0
......4536 Basadingen-Schlattingen	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	20	0	30	4	30	3100	1033	0
......4536 Basadingen-Schlattingen	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	100	0
......4536 Basadingen-Schlattingen	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	675
......4536 Basadingen-Schlattingen	Private Auftraggeber	Hochbau	Neubau	0	0	0	0	660	1030	1690	365	2332	1872	1942	7698	3852	17068	5102	7366	15010	14603
......4536 Basadingen-Schlattingen	Private Auftraggeber	Hochbau	Umbau	0	0	0	0	595	0	130	1330	335	2135	210	1032	605	502	1326	2151	1731	2131
......4536 Basadingen-Schlattingen	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	25	16	101
......4536 Basadingen-Schlattingen	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	400
......4534 Unterschlatt*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4534 Unterschlatt*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4534 Unterschlatt*	Öffentliche Auftraggeber	Tiefbau	Neubau	395	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4534 Unterschlatt*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4534 Unterschlatt*	Private Auftraggeber	Hochbau	Neubau	400	180	0	1110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4534 Unterschlatt*	Private Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4534 Unterschlatt*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4534 Unterschlatt*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4533 Schlattingen*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4533 Schlattingen*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4533 Schlattingen*	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4533 Schlattingen*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4533 Schlattingen*	Private Auftraggeber	Hochbau	Neubau	2300	2390	2820	2200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4533 Schlattingen*	Private Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4533 Schlattingen*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4533 Schlattingen*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4532 Mett-Oberschlatt*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4532 Mett-Oberschlatt*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4532 Mett-Oberschlatt*	Öffentliche Auftraggeber	Tiefbau	Neubau	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4532 Mett-Oberschlatt*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4532 Mett-Oberschlatt*	Private Auftraggeber	Hochbau	Neubau	740	250	0	820	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4532 Mett-Oberschlatt*	Private Auftraggeber	Hochbau	Umbau	1500	420	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4532 Mett-Oberschlatt*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4532 Mett-Oberschlatt*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4531 Basadingen*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4531 Basadingen*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4531 Basadingen*	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4531 Basadingen*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4531 Basadingen*	Private Auftraggeber	Hochbau	Neubau	1400	1050	550	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4531 Basadingen*	Private Auftraggeber	Hochbau	Umbau	250	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4531 Basadingen*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4531 Basadingen*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4518 Zihlschlacht*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4518 Zihlschlacht*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4518 Zihlschlacht*	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4518 Zihlschlacht*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4518 Zihlschlacht*	Private Auftraggeber	Hochbau	Neubau	1440	1490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4518 Zihlschlacht*	Private Auftraggeber	Hochbau	Umbau	180	735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4518 Zihlschlacht*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4518 Zihlschlacht*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4517 Sitterdorf*	Öffentliche Auftraggeber	Hochbau	Neubau	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4517 Sitterdorf*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4517 Sitterdorf*	Öffentliche Auftraggeber	Tiefbau	Neubau	656	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4517 Sitterdorf*	Öffentliche Auftraggeber	Tiefbau	Umbau	403	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4517 Sitterdorf*	Private Auftraggeber	Hochbau	Neubau	4543	8855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4517 Sitterdorf*	Private Auftraggeber	Hochbau	Umbau	890	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4517 Sitterdorf*	Private Auftraggeber	Tiefbau	Neubau	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4517 Sitterdorf*	Private Auftraggeber	Tiefbau	Umbau	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4516 Schocherswil*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4516 Schocherswil*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4516 Schocherswil*	Öffentliche Auftraggeber	Tiefbau	Neubau	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4516 Schocherswil*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4516 Schocherswil*	Private Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4516 Schocherswil*	Private Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4516 Schocherswil*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4516 Schocherswil*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4511 Zihlschlacht-Sitterdorf	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	700	700	0	0	1858	0
......4511 Zihlschlacht-Sitterdorf	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4511 Zihlschlacht-Sitterdorf	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	130	0	300	280	400	300	0	0	506	0	247	0	0	50	0	1350
......4511 Zihlschlacht-Sitterdorf	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	70	0	0	60	0	60	1240	133	0	0	0	0	0	0	0
......4511 Zihlschlacht-Sitterdorf	Private Auftraggeber	Hochbau	Neubau	0	0	6165	4210	2520	805	495	2360	790	1320	2105	4668	1721	1222	5893	3593	7934	25302
......4511 Zihlschlacht-Sitterdorf	Private Auftraggeber	Hochbau	Umbau	300	0	535	465	1180	4005	1880	250	205	1495	1445	570	1720	107	1903	1240	1500	2028
......4511 Zihlschlacht-Sitterdorf	Private Auftraggeber	Tiefbau	Neubau	0	0	10	30	250	100	0	0	0	70	0	180	0	100	0	0	0	0
......4511 Zihlschlacht-Sitterdorf	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0
......4510 Sulgen*	Öffentliche Auftraggeber	Hochbau	Neubau	10170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4510 Sulgen*	Öffentliche Auftraggeber	Hochbau	Umbau	2137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4510 Sulgen*	Öffentliche Auftraggeber	Tiefbau	Neubau	830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4510 Sulgen*	Öffentliche Auftraggeber	Tiefbau	Umbau	880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4510 Sulgen*	Private Auftraggeber	Hochbau	Neubau	19220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4510 Sulgen*	Private Auftraggeber	Hochbau	Umbau	3630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4510 Sulgen*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4510 Sulgen*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4508 Kradolf*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4508 Kradolf*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4508 Kradolf*	Öffentliche Auftraggeber	Tiefbau	Neubau	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4508 Kradolf*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4508 Kradolf*	Private Auftraggeber	Hochbau	Neubau	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4508 Kradolf*	Private Auftraggeber	Hochbau	Umbau	1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4508 Kradolf*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4508 Kradolf*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4507 Götighofen*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4507 Götighofen*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4507 Götighofen*	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4507 Götighofen*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4507 Götighofen*	Private Auftraggeber	Hochbau	Neubau	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4507 Götighofen*	Private Auftraggeber	Hochbau	Umbau	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4507 Götighofen*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4507 Götighofen*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4506 Sulgen	Öffentliche Auftraggeber	Hochbau	Neubau	0	2445	1940	0	157	0	0	0	0	0	2000	1100	0	0	0	1500	0	15
......4506 Sulgen	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	85	340	0	0	0	0	0	0	50	53	0	0	0	0	524	210
......4506 Sulgen	Öffentliche Auftraggeber	Tiefbau	Neubau	0	830	710	50	20	0	0	0	0	0	10	0	0	0	0	0	0	1013
......4506 Sulgen	Öffentliche Auftraggeber	Tiefbau	Umbau	0	520	285	15	110	0	0	0	0	0	0	0	1455	1375	0	0	0	0
......4506 Sulgen	Private Auftraggeber	Hochbau	Neubau	0	4584	3635	10668	3143	19705	13289	2607	2609	5557	5911	11370	6688	39758	22593	8369	18838	17425
......4506 Sulgen	Private Auftraggeber	Hochbau	Umbau	0	705	535	1918	285	1454	1607	1772	1167	2784	1110	3705	5154	5855	4099	1582	5200	3621
......4506 Sulgen	Private Auftraggeber	Tiefbau	Neubau	0	0	0	80	35	0	0	0	0	0	0	1	0	105	36	36	0	0
......4506 Sulgen	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	45	0	0	61	14	8	8	51	2	35	127	71	83
......4501 Kradolf-Schönenberg	Öffentliche Auftraggeber	Hochbau	Neubau	0	3119	0	110	0	150	0	200	850	0	0	0	0	0	0	300	0	0
......4501 Kradolf-Schönenberg	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	1345	0	0	0	0	0	0	7	0
......4501 Kradolf-Schönenberg	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	23	36	0	0	0	0	39	0	0	250	0	20	0	0	0
......4501 Kradolf-Schönenberg	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	220
......4501 Kradolf-Schönenberg	Private Auftraggeber	Hochbau	Neubau	0	6680	3025	6130	1950	4049	9095	15425	17011	17249	3199	2093	1400	4805	18507	15314	9545	21826
......4501 Kradolf-Schönenberg	Private Auftraggeber	Hochbau	Umbau	0	1370	340	555	528	650	380	315	2115	747	290	474	1345	1285	855	1470	3363	3535
......4501 Kradolf-Schönenberg	Private Auftraggeber	Tiefbau	Neubau	0	0	1500	3250	80	0	0	50	0	0	0	0	0	0	0	0	0	0
......4501 Kradolf-Schönenberg	Private Auftraggeber	Tiefbau	Umbau	0	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	290
......4500 Schweizersholz*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4500 Schweizersholz*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4500 Schweizersholz*	Öffentliche Auftraggeber	Tiefbau	Neubau	620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4500 Schweizersholz*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4500 Schweizersholz*	Private Auftraggeber	Hochbau	Neubau	1640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4500 Schweizersholz*	Private Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4500 Schweizersholz*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4500 Schweizersholz*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4499 Schönenberg an der Thur*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4499 Schönenberg an der Thur*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4499 Schönenberg an der Thur*	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4499 Schönenberg an der Thur*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4499 Schönenberg an der Thur*	Private Auftraggeber	Hochbau	Neubau	1140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4499 Schönenberg an der Thur*	Private Auftraggeber	Hochbau	Umbau	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4499 Schönenberg an der Thur*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4499 Schönenberg an der Thur*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4498 Neukirch an der Thur*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4498 Neukirch an der Thur*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4498 Neukirch an der Thur*	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4498 Neukirch an der Thur*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4498 Neukirch an der Thur*	Private Auftraggeber	Hochbau	Neubau	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4498 Neukirch an der Thur*	Private Auftraggeber	Hochbau	Umbau	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4498 Neukirch an der Thur*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4498 Neukirch an der Thur*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4497 Halden*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4497 Halden*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4497 Halden*	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4497 Halden*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4497 Halden*	Private Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4497 Halden*	Private Auftraggeber	Hochbau	Umbau	1405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4497 Halden*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4497 Halden*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4496 Buhwil*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4496 Buhwil*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4496 Buhwil*	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4496 Buhwil*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4496 Buhwil*	Private Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4496 Buhwil*	Private Auftraggeber	Hochbau	Umbau	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4496 Buhwil*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4496 Buhwil*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4495 Hohentannen	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4495 Hohentannen	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0
......4495 Hohentannen	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0
......4495 Hohentannen	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	20	30	0	0	0	0	0	0	0	0	0	0	0	0
......4495 Hohentannen	Private Auftraggeber	Hochbau	Neubau	0	0	0	0	1830	845	370	950	2235	810	1830	1970	1285	0	0	93	1345	349
......4495 Hohentannen	Private Auftraggeber	Hochbau	Umbau	0	0	0	0	1000	880	210	0	475	430	1730	310	4560	7	45	21	540	194
......4495 Hohentannen	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	70	20	0	150	0	120	0	0	0	0	0	0	0	0
......4495 Hohentannen	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4492 Hohentannen*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4492 Hohentannen*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4492 Hohentannen*	Öffentliche Auftraggeber	Tiefbau	Neubau	215	45	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4492 Hohentannen*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4492 Hohentannen*	Private Auftraggeber	Hochbau	Neubau	840	610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4492 Hohentannen*	Private Auftraggeber	Hochbau	Umbau	100	455	920	1120	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4492 Hohentannen*	Private Auftraggeber	Tiefbau	Neubau	15	0	30	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4492 Hohentannen*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4491 Heldswil*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4491 Heldswil*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4491 Heldswil*	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4491 Heldswil*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4491 Heldswil*	Private Auftraggeber	Hochbau	Neubau	2190	960	1870	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4491 Heldswil*	Private Auftraggeber	Hochbau	Umbau	0	0	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4491 Heldswil*	Private Auftraggeber	Tiefbau	Neubau	0	50	40	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4491 Heldswil*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4487 Hauptwil*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4487 Hauptwil*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4487 Hauptwil*	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4487 Hauptwil*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4487 Hauptwil*	Private Auftraggeber	Hochbau	Neubau	6921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4487 Hauptwil*	Private Auftraggeber	Hochbau	Umbau	560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4487 Hauptwil*	Private Auftraggeber	Tiefbau	Neubau	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4487 Hauptwil*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4486 Hauptwil-Gottshaus	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......4486 Hauptwil-Gottshaus	Öffentliche Auftraggeber	Hochbau	Umbau	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	15	303	0
......4486 Hauptwil-Gottshaus	Öffentliche Auftraggeber	Tiefbau	Neubau	0	752	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
......4486 Hauptwil-Gottshaus	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
